annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
68964.71653128532,0.5002752192647416,6,24,0.29440080180606953,617088.3331834815,0,34463.37784706581,24,181671.30007438792,0.0,48
91205.02186998198,0.2138534467304112,8,5,0.06231206803824673,758292.0371846948,0,71700.51358396381,5,47250.74501391342,0.0,0
116320.47514066716,0.3644733782916906,5,21,0.17731879214845994,403676.54117697384,0,73924.7586016536,21,71579.43670016906,232640.9502813343,0
78692.48705774598,0.3298730335703857,5,17,0.17316404476051434,699006.7431436226,0,52733.957632809004,17,121042.83495762362,157384.97411549196,17
84932.74317289189,0.14680258388999406,5,20,0.16256589166429847,255385.20692753993,0,72464.3970182461,20,41516.9238820469,84932.74317289189,20
74470.42255900457,0.49549877991509617,10,21,0.15300081338993587,352402.13349479577,0,37570.41904125615,42,53917.81306505252,148940.84511800914,0
93479.2105674784,0.46766211450355494,5,23,0.08,580647.4321140002,0,49762.525291368394,46,46451.794569120015,93479.2105674784,0
84508.2408991952,0.2612554978989848,5,9,0.18748900420203046,677710.843174529,0,62429.99834650861,18,127063.33112371089,0.0,9
88016.83004418423,0.18926959894948656,7,20,0.19890439842422983,771262.2378633707,0,71357.91992091636,0,153407.451449539,176033.66008836846,0
92538.46623556843,0.17459777203117963,2,20,0.07296534712516885,432583.788182386,0,76381.45620365563,0,31563.62626544831,92538.46623556843,20
18259.642079688176,0.36618133874394754,6,15,0.09956982140214378,117444.19858341741,0,11573.301897962641,15,11693.89787766878,18259.642079688176,15
35349.98136908758,0.42171127457586605,3,9,0.14756691186379906,340039.884452769,0,20442.495669696542,18,50178.63565921818,35349.98136908758,18
55779.53961252481,0.40007013898221483,3,16,0.20286113997241326,269108.5073014081,0,33463.81144737805,16,54591.65856743814,55779.53961252481,32
72789.47221218231,0.4051619294219766,7,10,0.18,207522.19234707733,0,43297.94920908718,0,37353.99462247392,145578.94442436463,20
55702.72209921063,0.21425672850090485,2,25,0.09228107656014477,477750.5885014239,0,43768.039093638705,0,44087.33863415412,0.0,50
79577.71914386362,0.3931645028238311,9,9,0.20894516572538963,539587.1899829336,0,48290.58476081202,0,112744.13483428136,159155.43828772724,9
118452.5509783187,0.17144123161273875,8,17,0.13855876838726125,535592.3201949085,0,98144.89975092502,17,74211.0122438822,236905.1019566374,17
126520.96625377478,0.25947928932798764,6,12,0.09721724438171606,1243523.5577516907,0,93691.395845155,0,120891.93360836712,126520.96625377478,24
53858.03035089327,0.44117849902603723,3,21,0.14207334256661397,271703.29571461416,0,30097.02536018742,0,38601.79540854039,0.0,21
61794.9552655541,0.4324451716308817,7,22,0.15928837985838282,509932.385117483,0,35072.0252298189,44,81226.30346268478,61794.9552655541,22
83942.81813257416,0.27017367419829674,5,24,0.12359864995888702,176930.7565260054,0,61263.678535137195,48,21868.402642818804,83942.81813257416,0
47657.381233079985,0.4854473640536922,4,26,0.2241789456214769,308572.3403663074,0,24522.231135779402,52,69175.42191127028,0.0,0
82448.14788187412,0.20033661016135235,6,22,0.2650187005645196,481358.03200747375,0,65930.76542113756,22,127568.88014891512,164896.29576374823,44
76402.00108444077,0.3176723969743274,6,6,0.18446552060513452,466232.51521355205,0,52131.19426631131,6,86003.82364190918,0.0,0
96305.8003122313,0.42682954114979077,4,14,0.13504623854139375,775858.4673702628,0,55199.639754898235,28,104776.76765884468,192611.6006244626,14
74316.39986726538,0.406155418105863,4,23,0.20769938147638342,540090.0594413999,0,44132.391407053714,46,112176.3712875219,0.0,69
113144.39668656536,0.39386429828543507,5,14,0.17227275805978767,802563.8282537964,0,68580.8582806824,28,138259.88421230327,113144.39668656536,0
118237.75734748098,0.47122711772118897,5,17,0.2530619411966879,1021727.0055143406,0,62520.919746810185,17,258560.21938853807,118237.75734748098,0
103078.07379539618,0.388099244203029,2,21,0.166198488406058,698526.0893199418,0,63073.55126149888,42,116093.98015716938,206156.14759079236,0
54801.8368159072,0.4374939065729875,4,17,0.19831302190995836,152856.71135636265,0,30826.36713994059,0,30313.47634829853,0.0,17
68974.92888246823,0.21586230798126765,3,18,0.22334656072902234,298878.5444903077,0,54085.84154105484,0,66753.49498760632,0.0,0
68447.91157536907,0.35377869642493587,2,11,0.14296449404155975,449182.84780909156,0,44232.49864522572,11,64217.19856917371,0.0,11
109548.0127533148,0.23845793168592547,1,12,0.26486758696691304,608709.4654280285,0,83425.42021185598,24,161227.40727184148,219096.0255066296,0
88986.77047037434,0.30548370675045733,2,15,0.10270547270979545,819615.8725474476,0,61802.76197533225,30,84179.03563043707,177973.54094074867,15
71817.48267678279,0.24771085680221466,3,27,0.09798722729151219,237627.0244376961,0,54027.51250953872,27,23284.413254182247,143634.96535356558,27
72824.23620858544,0.3254437523592777,5,15,0.23298261726122743,663619.6641447606,0,49124.043514165016,15,154611.84621846303,72824.23620858544,15
77329.29649472884,0.3444353536265118,1,11,0.10669393912046465,658177.971650889,0,50694.35291087753,22,70223.60043775087,154658.59298945768,22
81524.65392032958,0.293034589834431,2,12,0.1751035107367514,388249.3552589767,0,57635.110397391865,0,67983.82514712703,81524.65392032958,0
84876.19952996876,0.3403919862819149,6,16,0.2520205271070768,672218.0676486857,0,55985.02138390256,32,169412.75173972236,0.0,32
60512.920173715436,0.23916263528693066,7,6,0.13209341178267334,466105.2385511319,0,46040.49071606198,6,61569.431209995855,121025.84034743087,6
50967.33486090827,0.2821072218500605,9,21,0.1510505096624345,460954.09373519244,0,36589.0816181957,0,69627.35078968642,50967.33486090827,0
67210.8205227561,0.3134128838666588,6,23,0.06625695375554112,413018.79646411666,0,46146.08343567469,0,27365.36729749223,134421.6410455122,23
99458.41572218917,0.5433054632443254,8,15,0.1949790974332441,362594.81317119545,0,45422.115094698485,15,70698.40940609545,99458.41572218917,0
93613.58106684097,0.29022024197789675,2,21,0.06297892545886208,432543.64286167116,0,66445.02491720492,21,27241.13384148985,187227.16213368194,21
63478.87877782725,0.28307578843572123,5,18,0.2432540887494527,158212.73806366208,0,45509.54511877823,18,38485.89542623197,190436.63633348176,0
58922.51438672437,0.32945549968419263,7,14,0.24134943533106096,471541.9972080928,0,39510.16796679706,14,113806.39476105393,0.0,14
77449.13612207583,0.328781167858785,5,12,0.13852816059452652,471046.3036822237,0,51985.31869820573,12,65253.1780039492,77449.13612207583,36
80582.36534088998,0.4607504549706921,5,15,0.08681208294353222,655447.2208022102,0,43454.00384746039,15,56900.738497389146,161164.73068177997,30
110932.63887470012,0.3119520447874187,4,16,0.11,1059526.448351563,0,76326.97534407313,0,116547.90931867193,110932.63887470012,32
58783.32069755419,0.20991244626861688,3,21,0.24298237822653324,498173.54530174227,0,46443.97005013798,42,121047.39280696092,0.0,0
79107.86999100943,0.19261080338046796,3,22,0.18391620507070194,582906.4489989667,0,63870.83959832349,22,107205.94201112863,158215.73998201886,66
82689.00597153131,0.33236813501639495,6,12,0.20010549198688404,657986.1496572777,0,55205.81527041391,12,131666.64219772507,0.0,12
67261.60128704619,0.4274792182009274,6,22,0.2627731596002061,429681.1681224995,0,38508.66455391719,0,112908.67816825653,134523.20257409237,22
85159.79230576706,0.36217335941994633,6,18,0.08507258679556749,363022.1456501539,0,54317.1842388825,18,30883.232994535865,85159.79230576706,18
81253.02470989549,0.26631861747410146,6,28,0.16754574498273433,679793.4234231405,0,59613.83150356712,56,113896.49556179345,81253.02470989549,56
41631.113888613836,0.2393462348827092,4,14,0.2119889415291064,91363.41591530322,0,31666.86352540085,14,19368.033834368645,41631.113888613836,0
69069.17867222804,0.18364808799833193,1,16,0.270074117819395,299147.9633551846,0,56384.75606945819,0,80792.12230062018,0.0,0
97225.8074569666,0.21678610534619136,5,15,0.11606947326904325,778339.055503958,0,76148.60331923212,15,90341.40419706903,194451.6149139332,15
49118.465761574225,0.44881366913608833,5,25,0.22940683456804417,147084.89102164123,0,27073.42692078677,25,33742.27926206045,147355.39728472268,50
88594.73895073477,0.515711549005168,8,21,0.2032384601326443,871697.2653373929,0,42905.408892742846,0,177162.4099090088,177189.47790146954,0
45903.00850762027,0.3031620443611298,5,10,0.17812262293039632,361971.6708258252,0,31986.95860612377,10,64475.343433994,0.0,10
65751.0775338721,0.19092275050581775,4,18,0.15990997556040804,245149.0834608292,0,53197.700962383955,0,39201.78394487763,197253.2326016163,18
64769.85714969825,0.44451739475981444,7,14,0.15837823668129894,192160.83649748145,0,35978.52899054904,28,30434.094443674505,0.0,28
45043.933003825514,0.33834413712478295,8,10,0.28226357216348935,427646.1058050926,0,29803.58235893964,20,120708.91744635096,45043.933003825514,10
32182.92921029983,0.3877324166029027,4,12,0.15613379169854866,72682.41025538473,0,19704.56429423013,12,11348.180302962697,64365.85842059966,24
76673.845958486,0.2707883057283839,2,12,0.15,290241.8986543256,0,55911.465117708474,12,43536.28479814884,153347.691916972,12
88640.78923901782,0.1435017919572133,9,8,0.24949462412836015,767118.4521144343,0,75920.67714271709,8,191391.92987222024,88640.78923901782,16
62317.65620677967,0.3702209213374377,3,10,0.24436917789265128,278262.95005318325,0,39246.35611031601,0,67998.88834248028,124635.31241355934,10
56944.377609879244,0.31167329988444603,6,12,0.17774548822849684,327133.01046639925,0,39196.335530342214,12,58146.4166610081,0.0,12
63348.77216186668,0.3148681399552956,4,13,0.23340309727069525,304713.23508172465,0,43402.26210280791,13,71121.012847448,63348.77216186668,13
62310.40027508713,0.5015933158137753,7,18,0.19253565527895394,295139.6446100507,0,31055.919991422597,0,56824.904873793705,62310.40027508713,0
67792.78730529596,0.2618126043483908,9,27,0.16387097155035232,618566.0460813319,0,50043.781104859896,27,101365.01893940786,135585.57461059192,81
88678.67835526128,0.4846384274673031,4,20,0.2793855370986921,826151.7154186815,0,45701.58312728868,20,230814.84073725418,0.0,0
57998.7989294636,0.49068616718611135,8,27,0.14950956780944502,497588.33512850164,0,29539.590581367167,54,74394.21693208357,0.0,54
98966.2212389163,0.43237984188482387,8,19,0.10940503952879403,771386.4639416779,0,56175.22214769517,38,84393.56657951593,197932.4424778326,57
58781.82691109747,0.25029011564709563,8,12,0.11053703841521842,521681.22836744366,0,44069.31665557133,12,57665.097980550454,117563.65382219494,24
77786.26527585112,0.13044533201353514,7,23,0.1004543407114119,737445.5635313789,0,67639.41007584981,23,74079.60789510029,155572.53055170225,0
74053.684680018,0.3263710917067033,2,9,0.16605729257479854,679833.7953947167,0,49884.70276609656,9,112891.3594640962,74053.684680018,0
125918.56076926886,0.23387080947401767,9,20,0.21387080947401768,899932.1265481404,0,96469.88503435667,20,192469.2123765249,125918.56076926886,20
57787.68614509246,0.20565672055036505,3,15,0.10990966330272764,286229.100198451,0,45903.260124298984,15,31459.344030254444,57787.68614509246,30
44554.99910011247,0.29947003698997454,6,22,0.1276437017320932,210918.9815582477,0,31212.11187151351,0,26922.479571657834,89109.99820022495,0
43852.4865992951,0.44591229325465737,8,18,0.0861315601180139,176542.19066399898,0,24298.123734884295,0,15205.8543085421,0.0,18
63061.40730991359,0.3311402582479027,7,7,0.07985746771901216,450233.68442110735,0,42179.23660783262,7,35954.521919670486,0.0,7
126779.94526759286,0.3815600838335712,9,21,0.14858583797046232,264363.6975555853,0,78405.77872287456,0,39280.7015302665,380339.8358027786,42
72299.11752360538,0.26989923637067603,2,12,0.23216515098875443,451451.81223703426,0,52785.64091371053,12,104811.37815215788,72299.11752360538,36
77859.7400582184,0.36463947335949365,1,8,0.1972274858852321,715885.3800120027,0,49469.005447482574,8,141192.27368176126,77859.7400582184,16
58854.38510166489,0.3040619405895331,4,16,0.18062537294031128,141117.05031542917,0,40959.00655544896,0,25489.319841461063,117708.77020332978,0
35828.50398374434,0.3070285970955951,4,5,0.13835323741978361,247512.84020314005,0,24828.128669581376,10,34244.20274507,71657.00796748868,10
101673.44487786475,0.1405417549512161,8,10,0.28,733489.3416195522,0,87384.0805027939,0,205377.01565347463,101673.44487786475,0
137286.06476619781,0.2637160634619319,7,16,0.17390224342892982,1185120.098584685,0,101081.52419787631,16,206095.0438765912,274572.12953239563,16
72187.75046267675,0.36357418820259746,1,13,0.1573798652535222,411032.16199926886,0,45942.14769003737,13,64688.18627030885,216563.25138803024,0
66013.04409523484,0.2866513020335343,2,8,0.21256173877438989,501324.5539848368,0,47090.319054138665,8,106562.41888531239,0.0,0
118717.74499964148,0.27037349364064045,5,24,0.20692073550329274,453767.52232824947,0,86619.61352694975,24,93893.90946766819,118717.74499964148,24
62867.035154073965,0.39145770244681344,3,18,0.1483673195212824,518161.08508173743,0,38257.25001301712,0,76878.17127381654,62867.035154073965,18
77598.47246956135,0.11393976236947359,7,22,0.11969881184736796,737417.6144810182,0,68756.9209561454,22,88268.01228869832,77598.47246956135,22
90611.7643783342,0.3187219099075221,5,23,0.2467776885450063,508002.9034569645,0,61731.80977558116,23,125363.78228926168,90611.7643783342,0
94014.79770202766,0.29219847969673374,9,12,0.11841439430737616,701323.2092708559,0,66543.8167444992,0,83046.76303951361,188029.59540405532,0
56039.66608149749,0.3784381568877091,7,18,0.18736597758747014,495998.76348838094,0,34832.11813701291,18,92933.29320317689,0.0,18
96920.31357890888,0.20219350910241818,8,25,0.2908018545421662,818847.7339442193,0,77323.65527308255,50,238122.4396186293,290760.9407367266,50
42039.15800254496,0.34566813629483983,6,22,0.14755751505978648,320327.2225740407,0,27507.56060440094,0,47266.68896902859,42039.15800254496,66
83101.52306141154,0.324065517449058,6,18,0.11444887028497001,254598.1759533367,0,56171.18498971039,18,29138.473614473405,83101.52306141154,18
92353.3445096232,0.32278366515783763,3,11,0.1314346945701802,522487.70692610164,0,62543.193479222566,11,68673.01217650599,92353.3445096232,0
88341.35678907146,0.2972831717096964,6,16,0.19302891043870715,808329.6948589517,0,62078.958049678375,16,156031.00027387607,176682.71357814292,0
88924.09038940244,0.31836142578290905,6,14,0.24268914062632724,837428.5269354305,0,60614.090186584,0,203234.80953793076,177848.18077880488,28
102713.47951695211,0.34916644747638703,7,16,0.2478703947248459,876612.8401847185,0,66849.3787660793,32,217286.37071745444,205426.95903390422,0
100832.18164541286,0.4020923107754403,7,23,0.08,579751.4012206466,0,60288.33672707986,46,46380.11209765173,0.0,23
111421.60390245722,0.5182446920490598,4,25,0.12576980123176162,596795.8383594604,0,53677.949100415964,0,75058.89396641187,111421.60390245722,0
71482.33955383196,0.31,2,24,0.1416272850343167,619093.2775163898,0,49322.81429214405,48,87680.50007764308,142964.67910766392,48
75495.662218857,0.46200641225745065,4,22,0.21319102283956914,628922.2769081934,0,40616.182176122515,0,134080.58350064847,150991.324437714,22
95597.2905407787,0.462256507606578,3,14,0.14029367974366055,775308.289149551,0,51406.820878746985,14,108770.85282055248,95597.2905407787,28
68042.59874508748,0.35844295406678606,8,22,0.082028013521817,297873.63546143664,0,43653.208648517335,0,24433.982597423514,204127.79623526245,44
69484.48781316415,0.4313896673360126,6,19,0.20847416834003135,349811.539231528,0,39509.59773043005,38,72926.66971703905,69484.48781316415,19
107631.01504264823,0.20137951209043406,4,15,0.12918509970213388,845975.8861321759,0,85956.33374756156,15,109287.4791955862,107631.01504264823,30
75478.16949062912,0.47688240089666967,2,18,0.12199429657171976,704335.577951633,0,39483.95880865215,18,85924.92338264515,75478.16949062912,18
94232.28046906157,0.26484286920344874,5,24,0.06216530439950732,835926.6689560557,0,69275.5329380512,24,51965.635831319385,0.0,0
83000.92324156262,0.2856689200458561,2,9,0.18108276998853598,808376.8577953094,0,59290.13913633643,0,146383.12060420346,0.0,0
62617.56452500169,0.45285524917216924,6,22,0.26408801695592043,167955.75117161951,0,34260.87173947766,22,44355.101263255005,0.0,0
93435.33671258649,0.4990182050133432,5,21,0.09502616634276519,816317.5481331577,0,46809.40270145426,42,77571.52711741967,0.0,0
128240.8386258787,0.4112914217725572,8,10,0.09497327627576957,1238402.2799755265,0,75496.48177813599,10,117615.12187665861,0.0,30
66976.11147353183,0.28232478003163053,6,3,0.1779658174723233,523292.5015027431,0,48067.09553439299,3,93128.17780707264,66976.11147353183,0
27130.114021482113,0.19846066266346646,6,23,0.2340561829099637,245389.18579160926,0,21745.853614643373,46,57434.856153767956,27130.114021482113,46
98541.37014762365,0.2577933935796215,2,25,0.06667603614777289,782508.6909349298,0,73138.05592928214,25,52174.57776272382,197082.7402952473,25
98568.49462388916,0.4328199863144599,7,19,0.11080571037555997,771314.4264596072,0,55906.080129740534,38,85466.04294677438,197136.9892477783,38
52543.04102466932,0.5781084565027831,2,17,0.2281084565027831,397225.1260170679,0,22167.464677935328,0,90610.41037987686,105086.08204933864,34
46739.3374764255,0.3660920081925582,2,18,0.24967433401604652,354901.32218140166,0,29628.439558091188,36,88609.75125705582,93478.674952851,36
86276.423510221,0.28032259292283046,3,16,0.16548387936825243,268741.10516985797,0,62091.192763727595,16,44472.32062921961,0.0,16
71163.31157793786,0.16448439262260084,6,20,0.24,505265.5134177449,0,59458.05749602785,20,121263.72322025878,142326.6231558757,0
59005.55685893422,0.28193732817645134,6,19,0.10655498625411611,418177.957818721,0,42369.687810562624,0,44558.94654714816,118011.11371786844,38
88417.35871994558,0.16406389756096185,8,14,0.2311233229268458,769219.4411456477,0,73911.26223630561,14,177784.55329751337,88417.35871994558,14
66253.14132783322,0.47812850797849565,5,5,0.07332274746138776,432193.53604056087,0,34575.625715867915,0,31689.61749754623,132506.28265566644,5
96327.44976665959,0.47614918986723453,7,14,0.1395053282095441,920978.6611735589,0,50461.21259828789,14,128481.43040100383,0.0,14
80005.53216683223,0.26617852163104144,6,26,0.074854552710104,697536.7030019757,0,58709.77789236009,26,52213.797902093545,0.0,78
89675.62158236164,0.587727765393285,4,14,0.19104872366463768,820700.887107785,0,36970.768899506395,14,156793.85699237822,89675.62158236164,28
71827.24213544422,0.4255037850314624,5,20,0.2505254647029952,435049.226396933,0,41264.47873844136,20,108990.90961177021,143654.48427088844,60
73728.36843513107,0.38102122364643987,4,12,0.10897877635356013,446718.4370071158,0,45636.29527652187,24,48682.82863961041,221185.1053053932,0
131590.16005409983,0.17401673762757064,5,23,0.20075313464280226,1056158.7553002727,0,108691.26969759552,46,212027.18080697008,131590.16005409983,46
101349.25932428277,0.4688512547593805,5,15,0.16189616919784844,223592.31209859418,0,53831.53192115895,15,36198.738790852134,0.0,0
25758.851996640387,0.3367682407370437,5,12,0.1915797895599369,96044.13958418362,0,17084.088726325917,0,18400.116050003104,25758.851996640387,36
79053.36623724898,0.21901085513809662,10,26,0.20083522373923748,468296.64879009785,0,61739.82089608395,26,94050.46223609442,79053.36623724898,26
11150.703746597082,0.34571433394788725,4,17,0.22095240774882624,45048.734254511844,0,7295.745627792062,34,9953.626299571417,0.0,51
71200.14049243281,0.441636962248481,2,6,0.22399780508890313,203067.10271458744,0,39755.526733689716,12,45486.58529383043,71200.14049243281,6
86234.79746220412,0.22209699486143103,7,22,0.11599461139658716,797332.9354953823,0,67082.30809336442,22,92486.32400648698,0.0,22
72800.8291200825,0.15707209828332025,3,16,0.202192262088854,147851.64909787712,0,61365.8501334257,32,29894.459384667243,0.0,32
108632.40437419641,0.2543073805083954,4,18,0.09215369025419769,981492.0939295547,0,81006.38217946577,18,90448.11841092809,108632.40437419641,36
50421.47613973977,0.3232665555261654,3,21,0.2116332777630827,189982.36712885488,0,34121.89922350136,42,40206.591072668896,0.0,21
91511.11324417005,0.43689071848806216,5,16,0.13246494502873402,286590.94394512754,0,51530.75722928217,32,37963.25363542431,91511.11324417005,16
97771.75115122793,0.5612947120112194,5,24,0.06531989821536589,694951.3101523134,0,42892.98424596684,0,45394.148843784285,97771.75115122793,0
54599.776043456426,0.5440975168960549,6,14,0.14897562077598628,173218.3886396509,0,24892.17347513108,28,25805.31697740804,54599.776043456426,0
113149.14691696812,0.28952206213846826,3,14,0.11952206213846825,642018.713882786,0,80389.97257235901,14,76735.40061475782,0.0,0
133693.92930652585,0.1494399443884446,6,14,0.14059997682851857,1333325.3685469774,0,113714.71594588598,0,187465.51592258102,267387.8586130517,14
103631.32422351919,0.3323448555530805,4,10,0.22059308666815167,256256.24902185542,0,69189.98674367924,20,56528.35694973361,207262.64844703837,0
62429.74498351162,0.234025996266506,5,4,0.09200216635554216,428230.2616605168,0,47819.56171708141,0,39398.111771768214,0.0,0
73346.29590076488,0.19007816776904696,9,10,0.18890625950423265,467895.67121061776,0,59404.766363301125,10,88388.42108662007,73346.29590076488,0
62694.779087485455,0.48166953884750735,7,20,0.09611015371749758,508093.1760608158,0,32496.613756269984,20,48832.91325401657,62694.779087485455,40
36999.417397484896,0.32791035696420734,1,10,0.2247188188874531,339911.51210004743,0,24866.925231207922,0,76384.51352537089,36999.417397484896,0
91649.1015364693,0.27,7,21,0.15155945267872029,687879.0378260856,0,66903.84412162259,21,104254.57048208626,0.0,0
113480.34626381348,0.3837269687113744,5,9,0.1638706693895984,306365.47356288944,0,69934.87698368319,18,50204.315230612,113480.34626381348,9
21911.801837745403,0.27717178635686673,6,14,0.14212116023234994,88473.87363918533,0,15838.468580079832,28,12574.00957185134,0.0,0
92551.65433424266,0.5229437898051704,9,8,0.28747675159556824,253544.38398429763,0,44152.34146395568,8,72888.11589310529,0.0,16
64764.06389473942,0.38021211520517256,5,4,0.1349336589854614,474334.90957578423,0,40139.9821720376,4,64003.74493359854,64764.06389473942,4
101896.39934083745,0.43101790370810766,5,11,0.19050895185405384,873804.7551082209,0,57977.22690154549,11,166467.62802075536,203792.7986816749,0
26419.00533390918,0.1666146291824425,5,13,0.23440975278829498,88308.52809369813,0,22017.21255683093,13,20700.38023954198,0.0,0
104028.58832104612,0.41128253947136384,4,17,0.15005206315418212,907843.3378159245,0,61243.446338745205,34,136223.7658600586,104028.58832104612,17
73847.6464477838,0.38280162866028744,6,15,0.15425885257755842,200435.05628050718,0,45578.64711484307,0,30918.88179814938,73847.6464477838,0
66547.43647636198,0.31,4,11,0.2689096961231785,277499.8891480875,0,45917.73116868977,11,74622.41086502792,133094.87295272396,11
76236.36383268735,0.29940412902646857,3,21,0.20582890318527994,533619.2956735772,0,53410.88171921662,0,109834.274346994,76236.36383268735,0
35289.603580479714,0.2952642027172836,8,10,0.2379128136057046,307142.3970486954,0,24869.846915080376,10,73073.11185945559,35289.603580479714,30
84763.15453331573,0.2052738453870064,5,17,0.21236307730649678,219051.2714634497,0,67363.49585512895,0,46518.40209587898,84763.15453331573,0
111433.34187670122,0.16812789032623934,6,17,0.15523401370922008,797355.5630463898,0,92698.28919496886,34,123776.70440506618,0.0,34
19191.095125004376,0.45494498878516104,6,18,0.27959046372123186,184758.43186168838,0,10460.2025685843,0,51656.69564061707,38382.19025000875,0
81232.00073373043,0.3400303848944627,6,20,0.15666087906772141,680321.6127463497,0,53610.652258492795,20,106579.78190161308,0.0,20
67233.85296581159,0.4495862555407517,7,23,0.25638202647636765,429665.78571615886,0,37006.43676533489,0,110158.58484946955,134467.70593162318,46
42618.21978301925,0.40721492199158954,5,5,0.21697995542376547,277922.57632371265,0,25263.444738656653,5,60303.628221977226,42618.21978301925,15
67248.5567026198,0.4098020055039052,3,24,0.11470300825585782,333842.8839319285,0,39689.96329864312,0,38292.78307180337,67248.5567026198,0
12201.979111946988,0.28980394378616847,5,8,0.21291213357419184,24912.87959438984,0,8665.797443308302,16,5304.254347918488,12201.979111946988,16
45114.66900753645,0.30080288220537127,5,23,0.20022939491582037,405817.04088416207,0,31544.046540328152,0,81256.50054276451,0.0,69
75146.21693641717,0.5783987882886806,8,16,0.20027191741571715,437130.9145096882,0,31681.736115915148,0,87545.0464105412,150292.43387283434,32
80020.2902657543,0.5413044650445324,8,8,0.14306901233722388,758799.024738182,0,36704.94985074196,16,108560.62703174041,0.0,0
65357.418507468574,0.31182347527432785,6,4,0.15215445913496312,522899.0405309222,0,44977.44113351105,4,79561.42069417362,65357.418507468574,0
59737.51255782802,0.359765851057706,7,15,0.21882925528852992,156370.83075739242,0,38245.995512390626,15,34218.51244348894,59737.51255782802,30
106319.79701326901,0.30398594258787703,6,15,0.16483294284966327,801577.7726707452,0,74000.07330243867,30,132126.4231921973,106319.79701326901,30
103252.55387867363,0.3981318159032703,5,27,0.10827841004030406,255134.96013126022,0,62144.42710630704,54,27625.60782870922,206505.10775734726,27
113407.8000843585,0.21,7,15,0.12034879648424515,495250.9585811045,0,89592.16206664323,30,59602.85682290467,113407.8000843585,30
98572.51590396615,0.24401406383374455,8,8,0.10581306769682017,493089.6204079387,0,74519.43571592295,8,52175.32538482458,0.0,8
90212.86422890081,0.2706836092537649,9,26,0.18585451156720612,611598.575822006,0,65793.72053830208,52,113668.3545845978,90212.86422890081,26
88002.5542240824,0.5658038473869438,7,15,0.12627751498260675,384056.44300208957,0,38210.37046421844,15,48497.693235363025,0.0,0
99413.97244274998,0.4950955123927316,8,10,0.20711556788779098,821187.7280485055,0,50194.56081720977,20,170080.7626372511,298241.9173282499,0
92645.03845867756,0.3421597549031289,7,14,0.18556804901937424,670531.3287046611,0,60945.6348066655,0,124429.1904740927,0.0,14
102637.13196062182,0.44735926300448714,6,16,0.14528147399102567,911278.9252221353,0,56721.46024982375,16,132391.94547322948,102637.13196062182,16
59809.208347849984,0.3160983243577771,7,7,0.09585564333022058,509250.6153167952,0,40903.61780792943,0,48814.545347502084,0.0,7
69651.98025769532,0.42652757946039566,6,20,0.19631894865098903,350040.14974135166,0,39943.48971375727,40,68719.51418285693,69651.98025769532,20
88417.25192497046,0.24,6,7,0.20517492244858201,195584.0782584704,0,67197.11146297755,0,40128.94808885906,88417.25192497046,7
72410.79130915408,0.15022591816398526,4,13,0.20415661819200842,229596.3662069296,0,61532.81369975569,13,46873.617673980676,0.0,0
63508.937580997925,0.4490199231521926,4,5,0.12686053793465188,191347.41872317117,0,34992.159308900846,10,24274.436471628575,63508.937580997925,10
118597.48967606552,0.21735604830577712,9,3,0.17515275522725804,771132.302761086,0,92819.60798109072,6,135065.94747334433,237194.97935213105,3
104331.8190167335,0.2947973984366274,8,28,0.221472314966646,215388.83835940005,0,73575.07019643941,28,47702.66464943305,0.0,56
106963.26420828499,0.31963488557758185,2,9,0.23495241331300137,607540.4792221445,0,72774.07349206516,9,142743.1017785802,106963.26420828499,0
75981.16297089777,0.3883542254858058,3,16,0.15164577451419425,358766.7834526051,0,46473.55727382398,16,54405.466746636506,227943.4889126933,16
44037.23417091381,0.46726489052307985,6,21,0.18954414842051331,217919.5381094105,0,23460.180767102538,0,41305.37327513981,44037.23417091381,42
89823.90460764022,0.3518864042339682,3,8,0.1191849487262481,883040.7370103487,0,58216.09380100273,8,105245.16496376674,89823.90460764022,8
75740.05002098193,0.17733896544131328,5,9,0.24315669246699237,524968.1718959328,0,62308.38790778767,18,127649.5243286585,0.0,27
63932.26865926719,0.43652438302930807,8,11,0.14449187232356397,142209.1540275608,0,36024.27452711661,0,20548.06692699236,191796.80597780156,22
69565.90784983622,0.4937562397230009,4,14,0.1161406234886766,304364.90551547235,0,35217.306776984304,14,35349.1298946391,0.0,0
62923.00420037629,0.5107327487664735,6,18,0.16791468048152255,132467.3563401674,0,30786.16530447375,18,22243.2138140912,125846.00840075257,18
69171.55137311415,0.5287305558624503,8,18,0.11015555310039782,321240.3756752226,0,32598.438565739467,36,35386.41126068373,0.0,0
46581.37472439049,0.4386298645509263,6,20,0.16479405351587362,283029.77360680385,0,26149.392638435143,20,46641.62365834523,0.0,20
93728.4911977095,0.17037123377331467,4,16,0.07925753245337064,433667.0592573854,0,77759.85251264447,0,34371.38102305003,93728.4911977095,16
35796.351340239475,0.38116271610184793,6,21,0.23770762787532998,246714.93408009614,0,22152.11683685777,0,58646.02174159806,35796.351340239475,0
82918.1120697552,0.3826976453553369,9,21,0.13879073763641178,199717.535035912,0,51185.545823349945,42,27718.94400656014,82918.1120697552,42
